#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GAPDH	IGFBP3	9606.ENSP00000229239	9606.ENSP00000370473	0	0	0	0	0	0	0	0.457	0.457
GAPDH	MAT1A	9606.ENSP00000229239	9606.ENSP00000361287	0.134	0	0	0	0.067	0	0	0.386	0.460
GAPDH	TK1	9606.ENSP00000229239	9606.ENSP00000301634	0	0	0	0	0.157	0	0	0.388	0.462
GAPDH	CKMT1A	9606.ENSP00000229239	9606.ENSP00000406577	0	0	0	0	0.108	0.156	0	0.345	0.464
GAPDH	PLAU	9606.ENSP00000229239	9606.ENSP00000361850	0	0	0	0	0	0.059	0	0.455	0.465
GAPDH	CYP2E1	9606.ENSP00000229239	9606.ENSP00000440689	0	0	0	0	0	0	0	0.468	0.468
GAPDH	GRIN2A	9606.ENSP00000229239	9606.ENSP00000379818	0	0	0	0	0	0.060	0	0.459	0.469
GAPDH	SERPINA5	9606.ENSP00000229239	9606.ENSP00000333203	0	0	0	0	0.062	0	0	0.459	0.470
GAPDH	NEUROD1	9606.ENSP00000229239	9606.ENSP00000295108	0	0	0	0	0	0	0	0.471	0.471
GAPDH	PRDX4	9606.ENSP00000229239	9606.ENSP00000368646	0.060	0	0	0	0.179	0	0	0.371	0.472
GAPDH	COL10A1	9606.ENSP00000229239	9606.ENSP00000327368	0	0	0	0	0.063	0	0	0.464	0.476
GAPDH	CDC20	9606.ENSP00000229239	9606.ENSP00000361540	0	0	0	0	0.162	0	0	0.404	0.479
GAPDH	MCM7	9606.ENSP00000229239	9606.ENSP00000307288	0	0	0	0	0.145	0.063	0	0.406	0.483
GAPDH	CCNB2	9606.ENSP00000229239	9606.ENSP00000288207	0	0	0	0	0.160	0	0	0.411	0.484
GAPDH	UCK2	9606.ENSP00000229239	9606.ENSP00000356853	0.054	0	0	0	0.108	0.252	0	0.278	0.484
GAPDH	UCHL1	9606.ENSP00000229239	9606.ENSP00000284440	0	0	0	0	0.097	0	0	0.455	0.486
GAPDH	GAD1	9606.ENSP00000229239	9606.ENSP00000350928	0	0	0	0	0.062	0	0	0.475	0.486
GAPDH	HMGA2	9606.ENSP00000229239	9606.ENSP00000437621	0	0	0	0	0	0	0	0.487	0.487
GAPDH	MMP17	9606.ENSP00000229239	9606.ENSP00000353767	0	0	0	0	0	0	0	0.488	0.488
GAPDH	LCN2	9606.ENSP00000229239	9606.ENSP00000362108	0	0	0	0	0	0	0	0.496	0.495
GAPDH	HIST2H2AC	9606.ENSP00000229239	9606.ENSP00000332194	0	0	0	0	0	0	0	0.498	0.498
GAPDH	MMP10	9606.ENSP00000229239	9606.ENSP00000279441	0	0	0	0	0	0	0	0.499	0.499
GAPDH	POSTN	9606.ENSP00000229239	9606.ENSP00000369071	0	0	0	0	0.062	0	0	0.488	0.500
GAPDH	RRM2	9606.ENSP00000229239	9606.ENSP00000353770	0	0	0	0	0.129	0	0	0.451	0.501
GAPDH	PSAT1	9606.ENSP00000229239	9606.ENSP00000365773	0	0	0	0	0.100	0	0	0.470	0.503
GAPDH	CDC25A	9606.ENSP00000229239	9606.ENSP00000303706	0	0	0	0	0.108	0	0	0.467	0.504
GAPDH	MKI67	9606.ENSP00000229239	9606.ENSP00000357643	0	0	0	0	0.083	0	0	0.489	0.511
GAPDH	CXCL9	9606.ENSP00000229239	9606.ENSP00000354901	0	0	0	0	0	0	0	0.512	0.512
GAPDH	FKBP10	9606.ENSP00000229239	9606.ENSP00000317232	0	0	0	0	0.117	0	0	0.469	0.513
GAPDH	AURKB	9606.ENSP00000229239	9606.ENSP00000313950	0	0	0	0	0.124	0	0	0.468	0.514
GAPDH	ITGB3	9606.ENSP00000229239	9606.ENSP00000452786	0	0	0	0	0	0	0	0.516	0.516
GAPDH	CDC25C	9606.ENSP00000229239	9606.ENSP00000321656	0	0	0	0	0.107	0	0	0.480	0.516
GAPDH	CDKN3	9606.ENSP00000229239	9606.ENSP00000335357	0.046	0	0	0	0.123	0	0	0.469	0.517
GAPDH	TOP2A	9606.ENSP00000229239	9606.ENSP00000411532	0.056	0	0	0	0.110	0	0	0.473	0.519
GAPDH	CD24	9606.ENSP00000229239	9606.ENSP00000483985	0	0	0	0	0	0	0	0.521	0.521
GAPDH	BIRC5	9606.ENSP00000229239	9606.ENSP00000301633	0	0	0	0	0.119	0.070	0	0.464	0.522
GAPDH	CCNE2	9606.ENSP00000229239	9606.ENSP00000429089	0	0	0	0	0.062	0	0	0.512	0.523
GAPDH	TAC1	9606.ENSP00000229239	9606.ENSP00000321106	0	0	0	0	0	0	0	0.528	0.528
GAPDH	GDNF	9606.ENSP00000229239	9606.ENSP00000409007	0	0	0	0	0	0	0	0.528	0.528
GAPDH	PC	9606.ENSP00000229239	9606.ENSP00000377532	0	0	0	0	0.063	0	0	0.518	0.529
GAPDH	PDK1	9606.ENSP00000229239	9606.ENSP00000376352	0	0	0	0	0.062	0.213	0	0.415	0.530
GAPDH	DKK1	9606.ENSP00000229239	9606.ENSP00000363081	0	0	0	0	0.063	0	0	0.522	0.533
GAPDH	TYMS	9606.ENSP00000229239	9606.ENSP00000315644	0	0	0	0	0.134	0	0	0.493	0.542
GAPDH	PAX7	9606.ENSP00000229239	9606.ENSP00000364524	0	0	0	0	0	0.059	0	0.535	0.543
GAPDH	KPNA2	9606.ENSP00000229239	9606.ENSP00000438483	0	0	0	0	0.180	0.282	0	0.290	0.545
GAPDH	ODC1	9606.ENSP00000229239	9606.ENSP00000234111	0.058	0	0	0	0.111	0.056	0	0.491	0.545
GAPDH	PAICS	9606.ENSP00000229239	9606.ENSP00000382595	0.183	0	0	0	0.153	0	0	0.401	0.549
GAPDH	RAD51	9606.ENSP00000229239	9606.ENSP00000372088	0.070	0	0	0	0.086	0.102	0	0.483	0.553
GAPDH	FOXM1	9606.ENSP00000229239	9606.ENSP00000342307	0	0	0	0	0.089	0	0	0.529	0.553
GAPDH	PMAIP1	9606.ENSP00000229239	9606.ENSP00000326119	0	0	0	0	0	0	0	0.556	0.556
GAPDH	LGALS4	9606.ENSP00000229239	9606.ENSP00000302100	0	0	0	0	0.100	0.102	0	0.497	0.557
GAPDH	PLK1	9606.ENSP00000229239	9606.ENSP00000300093	0	0	0	0	0.117	0	0	0.522	0.560
GAPDH	GCLM	9606.ENSP00000229239	9606.ENSP00000359258	0.045	0	0	0	0.065	0.056	0	0.541	0.561
GAPDH	EPCAM	9606.ENSP00000229239	9606.ENSP00000263735	0	0	0	0	0	0	0	0.561	0.561
GAPDH	MMP1	9606.ENSP00000229239	9606.ENSP00000322788	0	0	0	0	0	0	0	0.565	0.565
GAPDH	NT5E	9606.ENSP00000229239	9606.ENSP00000257770	0	0	0	0	0	0	0	0.568	0.568
GAPDH	GCLC	9606.ENSP00000229239	9606.ENSP00000229416	0	0	0	0	0	0	0	0.571	0.571
GAPDH	MET	9606.ENSP00000229239	9606.ENSP00000317272	0	0	0	0	0	0.065	0	0.561	0.572
GAPDH	BRCA1	9606.ENSP00000229239	9606.ENSP00000418960	0	0	0	0	0.051	0	0	0.571	0.575
GAPDH	ALDH18A1	9606.ENSP00000229239	9606.ENSP00000360268	0.077	0	0	0	0.070	0	0	0.547	0.577
GAPDH	DNMT3B	9606.ENSP00000229239	9606.ENSP00000328547	0	0	0	0	0.082	0	0	0.558	0.577
GAPDH	HSPA6	9606.ENSP00000229239	9606.ENSP00000310219	0.046	0	0	0	0.218	0.180	0	0.391	0.578
GAPDH	COL3A1	9606.ENSP00000229239	9606.ENSP00000304408	0	0	0	0	0.062	0	0	0.574	0.584
GAPDH	MYCN	9606.ENSP00000229239	9606.ENSP00000281043	0	0	0	0	0	0.157	0	0.527	0.584
GAPDH	HIST2H4A	9606.ENSP00000229239	9606.ENSP00000462667	0	0	0	0	0.063	0	0	0.581	0.591
GAPDH	HIST1H4D	9606.ENSP00000229239	9606.ENSP00000479461	0	0	0	0	0.063	0	0	0.581	0.591
GAPDH	HIST1H4H	9606.ENSP00000229239	9606.ENSP00000366956	0	0	0	0	0.063	0	0	0.581	0.591
GAPDH	HIST4H4	9606.ENSP00000229239	9606.ENSP00000443017	0	0	0	0	0.063	0	0	0.581	0.591
GAPDH	HIST1H4K	9606.ENSP00000229239	9606.ENSP00000479794	0	0	0	0	0.063	0	0	0.581	0.591
GAPDH	HIST1H4E	9606.ENSP00000229239	9606.ENSP00000484789	0	0	0	0	0.063	0	0	0.581	0.591
GAPDH	CCNE1	9606.ENSP00000229239	9606.ENSP00000262643	0	0	0	0	0.089	0	0	0.570	0.592
GAPDH	NOX4	9606.ENSP00000229239	9606.ENSP00000263317	0	0	0	0	0.052	0	0	0.594	0.598
GAPDH	MMP7	9606.ENSP00000229239	9606.ENSP00000260227	0	0	0	0	0	0	0	0.598	0.598
GAPDH	TUBB4A	9606.ENSP00000229239	9606.ENSP00000264071	0	0	0	0	0.063	0.071	0	0.575	0.598
GAPDH	CD19	9606.ENSP00000229239	9606.ENSP00000437940	0	0	0	0	0	0	0	0.603	0.603
GAPDH	HNF4A	9606.ENSP00000229239	9606.ENSP00000312987	0	0	0	0	0	0	0	0.615	0.615
GAPDH	NQO1	9606.ENSP00000229239	9606.ENSP00000319788	0	0	0	0	0.076	0	0	0.602	0.616
GAPDH	FOXP3	9606.ENSP00000229239	9606.ENSP00000365380	0	0	0	0	0	0	0	0.617	0.617
GAPDH	FBXO32	9606.ENSP00000229239	9606.ENSP00000428205	0	0	0	0	0	0.173	0	0.556	0.617
GAPDH	CBSL	9606.ENSP00000229239	9606.ENSP00000381231	0	0	0	0	0.066	0	0	0.613	0.624
GAPDH	PROM1	9606.ENSP00000229239	9606.ENSP00000426809	0	0	0	0	0	0	0	0.624	0.624
GAPDH	COL2A1	9606.ENSP00000229239	9606.ENSP00000369889	0	0	0	0	0.062	0	0	0.616	0.624
GAPDH	MMP13	9606.ENSP00000229239	9606.ENSP00000260302	0	0	0	0	0	0	0	0.633	0.633
GAPDH	TUBB3	9606.ENSP00000229239	9606.ENSP00000320295	0	0	0	0	0.123	0.069	0	0.590	0.636
GAPDH	EZH2	9606.ENSP00000229239	9606.ENSP00000320147	0	0	0	0	0.085	0	0	0.629	0.647
GAPDH	CDK1	9606.ENSP00000229239	9606.ENSP00000378699	0	0	0	0	0.129	0	0	0.624	0.658
GAPDH	EIF4EBP1	9606.ENSP00000229239	9606.ENSP00000340691	0	0	0	0	0.128	0	0	0.640	0.672
GAPDH	LMNB1	9606.ENSP00000229239	9606.ENSP00000261366	0	0	0	0	0.085	0	0	0.666	0.681
GAPDH	CCNA2	9606.ENSP00000229239	9606.ENSP00000274026	0	0	0	0	0.108	0	0	0.658	0.682
GAPDH	CDKN2A	9606.ENSP00000229239	9606.ENSP00000418915	0	0	0	0	0	0.127	0	0.652	0.683
GAPDH	PFKP	9606.ENSP00000229239	9606.ENSP00000370517	0.111	0	0	0	0.241	0	0	0.573	0.687
GAPDH	SPP1	9606.ENSP00000229239	9606.ENSP00000378517	0	0	0	0	0	0	0	0.687	0.687
GAPDH	HIST1H4C	9606.ENSP00000229239	9606.ENSP00000367034	0	0	0	0	0.063	0.270	0	0.581	0.688
GAPDH	ACAN	9606.ENSP00000229239	9606.ENSP00000387356	0	0	0	0	0.063	0	0	0.683	0.690
GAPDH	CHEK1	9606.ENSP00000229239	9606.ENSP00000388648	0	0	0	0	0.064	0	0	0.683	0.691
GAPDH	S100A8	9606.ENSP00000229239	9606.ENSP00000357722	0	0	0	0	0	0.547	0	0.413	0.722
GAPDH	SOX2	9606.ENSP00000229239	9606.ENSP00000323588	0	0	0	0	0.049	0.067	0	0.729	0.739
GAPDH	SLC2A1	9606.ENSP00000229239	9606.ENSP00000416293	0.052	0	0	0	0.099	0.213	0	0.657	0.739
GAPDH	RUNX2	9606.ENSP00000229239	9606.ENSP00000360493	0	0	0	0	0	0	0	0.755	0.755
GAPDH	CDH2	9606.ENSP00000229239	9606.ENSP00000269141	0	0	0	0	0	0	0	0.757	0.757
GAPDH	S100A9	9606.ENSP00000229239	9606.ENSP00000357727	0	0	0	0	0	0.686	0	0.282	0.765
GAPDH	MMP9	9606.ENSP00000229239	9606.ENSP00000361405	0	0	0	0	0	0	0	0.768	0.768
GAPDH	EGF	9606.ENSP00000229239	9606.ENSP00000265171	0	0	0	0	0.053	0	0	0.784	0.787
GAPDH	TXNRD1	9606.ENSP00000229239	9606.ENSP00000434516	0.285	0	0	0	0.236	0	0	0.644	0.788
GAPDH	CCNB1	9606.ENSP00000229239	9606.ENSP00000256442	0	0	0	0	0.174	0.270	0	0.692	0.798
GAPDH	NME1	9606.ENSP00000229239	9606.ENSP00000337060	0.046	0	0	0	0.357	0	0	0.798	0.866
GAPDH	SHMT2	9606.ENSP00000229239	9606.ENSP00000333667	0.088	0	0	0	0.174	0.369	0	0.800	0.892
GAPDH	TKTL1	9606.ENSP00000229239	9606.ENSP00000358931	0.111	0	0	0	0.065	0.243	0.800	0.477	0.922
GAPDH	G6PD	9606.ENSP00000229239	9606.ENSP00000377192	0.107	0	0	0	0.099	0.524	0.800	0.726	0.975
GCLC	NFE2L3	9606.ENSP00000229416	9606.ENSP00000056233	0	0	0	0	0	0	0	0.498	0.498
GCLC	GAPDH	9606.ENSP00000229416	9606.ENSP00000229239	0	0	0	0	0	0	0	0.571	0.571
GCLC	NOX4	9606.ENSP00000229416	9606.ENSP00000263317	0	0	0	0	0.062	0	0	0.399	0.413
GCLC	UGT1A6	9606.ENSP00000229416	9606.ENSP00000303174	0	0	0	0	0.062	0	0	0.405	0.418
GCLC	MAT1A	9606.ENSP00000229416	9606.ENSP00000361287	0	0	0	0	0.054	0	0	0.438	0.445
GCLC	ABCC3	9606.ENSP00000229416	9606.ENSP00000285238	0	0	0	0	0.065	0	0	0.441	0.455
GCLC	CYP2E1	9606.ENSP00000229416	9606.ENSP00000440689	0	0	0	0	0.062	0	0	0.476	0.487
GCLC	ALDH18A1	9606.ENSP00000229416	9606.ENSP00000360268	0	0	0	0	0.065	0.170	0	0.392	0.487
GCLC	ABCC2	9606.ENSP00000229416	9606.ENSP00000359478	0	0	0	0	0.065	0	0	0.484	0.496
GCLC	PRDX4	9606.ENSP00000229416	9606.ENSP00000368646	0	0	0	0	0	0	0	0.510	0.510
GCLC	AKR1C3	9606.ENSP00000229416	9606.ENSP00000369927	0	0	0	0	0.062	0.220	0	0.395	0.519
GCLC	AKR1C2	9606.ENSP00000229416	9606.ENSP00000370129	0	0	0	0	0.062	0.220	0	0.456	0.567
GCLC	AKR1B10	9606.ENSP00000229416	9606.ENSP00000352584	0	0	0	0	0.062	0.220	0	0.462	0.572
GCLC	G6PD	9606.ENSP00000229416	9606.ENSP00000377192	0	0	0	0	0.062	0	0	0.619	0.628
GCLC	AKR1C1	9606.ENSP00000229416	9606.ENSP00000370254	0	0	0	0	0.062	0.220	0	0.606	0.687
GCLC	SLC7A11	9606.ENSP00000229416	9606.ENSP00000280612	0	0	0	0	0.062	0.056	0	0.685	0.697
GCLC	GPX2	9606.ENSP00000229416	9606.ENSP00000374265	0	0	0	0	0.062	0	0	0.733	0.738
GCLC	CBSL	9606.ENSP00000229416	9606.ENSP00000381231	0	0	0	0	0.062	0.368	0	0.622	0.756
GCLC	SRXN1	9606.ENSP00000229416	9606.ENSP00000371388	0	0	0	0	0.233	0	0	0.700	0.760
GCLC	GAD1	9606.ENSP00000229416	9606.ENSP00000350928	0	0	0	0	0.063	0	0.800	0.147	0.826
GCLC	NQO1	9606.ENSP00000229416	9606.ENSP00000319788	0	0	0	0	0.063	0	0	0.892	0.895
GCLC	TXNRD1	9606.ENSP00000229416	9606.ENSP00000434516	0	0	0	0	0.186	0	0	0.894	0.910
GCLC	GGCT	9606.ENSP00000229416	9606.ENSP00000275428	0	0	0	0	0.062	0	0.900	0.241	0.922
GCLC	GCLM	9606.ENSP00000229416	9606.ENSP00000359258	0	0	0	0	0.202	0.921	0.900	0.995	0.999
GCLM	GAPDH	9606.ENSP00000359258	9606.ENSP00000229239	0.045	0	0	0	0.065	0.056	0	0.541	0.561
GCLM	GCLC	9606.ENSP00000359258	9606.ENSP00000229416	0	0	0	0	0.202	0.921	0.900	0.995	0.999
GCLM	SORD	9606.ENSP00000359258	9606.ENSP00000267814	0.085	0	0	0	0.083	0.271	0	0.232	0.467
GCLM	GGCT	9606.ENSP00000359258	9606.ENSP00000275428	0	0	0	0	0.062	0	0.900	0.193	0.917
GCLM	SLC7A11	9606.ENSP00000359258	9606.ENSP00000280612	0	0	0	0	0.065	0	0	0.696	0.704
GCLM	NQO1	9606.ENSP00000359258	9606.ENSP00000319788	0.072	0	0	0	0.160	0	0	0.876	0.895
GCLM	GAD1	9606.ENSP00000359258	9606.ENSP00000350928	0	0	0	0	0.086	0	0.800	0.134	0.827
GCLM	AKR1B10	9606.ENSP00000359258	9606.ENSP00000352584	0	0	0	0	0.055	0	0	0.488	0.496
GCLM	OSGIN1	9606.ENSP00000359258	9606.ENSP00000355374	0	0	0	0	0.063	0.234	0	0.374	0.511
GCLM	ABCC2	9606.ENSP00000359258	9606.ENSP00000359478	0	0	0	0	0.062	0.056	0	0.389	0.412
GCLM	AKR1C2	9606.ENSP00000359258	9606.ENSP00000370129	0	0	0	0	0.062	0	0	0.407	0.419
GCLM	CBSL	9606.ENSP00000359258	9606.ENSP00000381231	0.055	0	0	0	0.062	0.154	0	0.322	0.424
GCLM	G6PD	9606.ENSP00000359258	9606.ENSP00000377192	0	0	0	0	0.065	0	0	0.508	0.520
GCLM	AKR1C1	9606.ENSP00000359258	9606.ENSP00000370254	0	0	0	0	0.062	0	0	0.561	0.570
GCLM	GPX2	9606.ENSP00000359258	9606.ENSP00000374265	0	0	0	0	0.095	0.056	0	0.643	0.668
GCLM	SRXN1	9606.ENSP00000359258	9606.ENSP00000371388	0	0	0	0	0.101	0	0	0.707	0.725
GCLM	TXNRD1	9606.ENSP00000359258	9606.ENSP00000434516	0.048	0	0	0	0.135	0.060	0	0.792	0.817
GCNT3	ST6GALNAC1	9606.ENSP00000379377	9606.ENSP00000156626	0	0	0	0	0.063	0	0	0.426	0.439
GCNT3	FAM81A	9606.ENSP00000379377	9606.ENSP00000288228	0	0	0	0	0	0	0	0.708	0.708
GCNT3	FUT3	9606.ENSP00000379377	9606.ENSP00000305603	0	0	0	0	0.109	0	0	0.481	0.518
GCNT3	B3GNT3	9606.ENSP00000379377	9606.ENSP00000321874	0	0	0	0	0.100	0	0.900	0.546	0.955
GCNT3	SPDEF	9606.ENSP00000379377	9606.ENSP00000363149	0	0	0	0	0.048	0	0	0.719	0.721
GCNT3	MUC21	9606.ENSP00000379377	9606.ENSP00000365473	0	0	0	0	0	0	0.900	0.095	0.905
GCNT3	MUC3A	9606.ENSP00000379377	9606.ENSP00000368771	0	0	0	0	0.065	0	0.900	0.203	0.918
GCNT3	GALNT4	9606.ENSP00000379377	9606.ENSP00000436604	0	0	0	0	0	0	0	0.418	0.418
GCNT3	AGR2	9606.ENSP00000379377	9606.ENSP00000391490	0	0	0	0	0.088	0	0	0.406	0.435
GCNT3	B3GALT5	9606.ENSP00000379377	9606.ENSP00000381699	0	0	0	0	0.070	0	0	0.473	0.489
GCNT3	GALNT6	9606.ENSP00000379377	9606.ENSP00000444171	0	0	0	0	0.062	0	0	0.486	0.497
GCNT3	MUC16	9606.ENSP00000379377	9606.ENSP00000381008	0	0	0	0	0	0	0.900	0.336	0.930
GCNT3	MUC4	9606.ENSP00000379377	9606.ENSP00000417498	0	0	0	0	0.063	0	0.900	0.324	0.931
GCNT3	MUC13	9606.ENSP00000379377	9606.ENSP00000485028	0	0	0	0	0.152	0	0.900	0.259	0.931
GCNT3	MUC5B	9606.ENSP00000379377	9606.ENSP00000436812	0	0	0	0	0	0	0.900	0.352	0.932
GCNT3	MUC6	9606.ENSP00000379377	9606.ENSP00000406861	0	0	0	0	0	0	0.900	0.393	0.936
GCNT3	MUC20	9606.ENSP00000379377	9606.ENSP00000414350	0	0	0	0	0.069	0	0.900	0.444	0.943
GCNT3	B3GNT6	9606.ENSP00000379377	9606.ENSP00000484640	0	0	0	0	0.088	0	0.900	0.728	0.973
GDA	FA2H	9606.ENSP00000238018	9606.ENSP00000219368	0	0	0	0	0.109	0	0	0.399	0.442
GDA	TTR	9606.ENSP00000238018	9606.ENSP00000237014	0.219	0	0	0	0.142	0	0	0.182	0.404
GDA	CPNE4	9606.ENSP00000238018	9606.ENSP00000478878	0	0	0	0	0.062	0	0	0.412	0.425
GDA	PPAT	9606.ENSP00000238018	9606.ENSP00000264220	0.054	0	0	0	0.065	0	0	0.404	0.427
GDA	HAL	9606.ENSP00000238018	9606.ENSP00000261208	0.219	0	0	0	0.089	0	0	0.261	0.428
GDA	DPYSL4	9606.ENSP00000238018	9606.ENSP00000339850	0.081	0	0.252	0	0.049	0	0	0.246	0.441
GDA	CDA	9606.ENSP00000238018	9606.ENSP00000364212	0.213	0	0	0	0	0	0	0.374	0.486
GDA	PGM2L1	9606.ENSP00000238018	9606.ENSP00000298198	0.116	0	0	0	0.062	0	0	0.438	0.493
GDA	XDH	9606.ENSP00000238018	9606.ENSP00000368727	0.167	0	0.225	0	0.090	0	0.900	0.561	0.969
GDNF	NGFR	9606.ENSP00000409007	9606.ENSP00000172229	0	0	0	0	0	0	0	0.582	0.582
GDNF	GAPDH	9606.ENSP00000409007	9606.ENSP00000229239	0	0	0	0	0	0	0	0.528	0.528
GDNF	SIX1	9606.ENSP00000409007	9606.ENSP00000247182	0	0	0	0	0.062	0	0	0.522	0.533
GDNF	NTS	9606.ENSP00000409007	9606.ENSP00000256010	0	0	0	0	0	0.417	0	0.297	0.572
GDNF	CHL1	9606.ENSP00000409007	9606.ENSP00000256509	0	0	0	0	0	0	0	0.975	0.975
GDNF	SULF1	9606.ENSP00000409007	9606.ENSP00000260128	0	0	0	0	0.062	0	0	0.529	0.540
GDNF	DOK5	9606.ENSP00000409007	9606.ENSP00000262593	0	0	0	0	0	0	0.900	0.388	0.936
GDNF	VCAN	9606.ENSP00000409007	9606.ENSP00000265077	0	0	0	0	0.062	0	0	0.422	0.435
GDNF	EGF	9606.ENSP00000409007	9606.ENSP00000265171	0	0	0	0	0	0	0	0.677	0.677
GDNF	SEMA3A	9606.ENSP00000409007	9606.ENSP00000265362	0	0	0	0	0	0	0	0.459	0.459
GDNF	ASCL1	9606.ENSP00000409007	9606.ENSP00000266744	0	0	0	0	0	0	0	0.470	0.470
GDNF	CDH2	9606.ENSP00000409007	9606.ENSP00000269141	0	0	0	0	0	0	0	0.490	0.490
GDNF	GFRA3	9606.ENSP00000409007	9606.ENSP00000274721	0	0	0	0	0	0.089	0.500	0.834	0.918
GDNF	UCHL1	9606.ENSP00000409007	9606.ENSP00000284440	0	0	0	0	0	0	0	0.538	0.538
GDNF	FGF11	9606.ENSP00000409007	9606.ENSP00000293829	0	0	0	0	0	0	0	0.439	0.439
GDNF	FGF19	9606.ENSP00000409007	9606.ENSP00000294312	0	0	0	0	0	0	0	0.474	0.474
GDNF	SIX2	9606.ENSP00000409007	9606.ENSP00000304502	0	0	0	0	0	0	0	0.650	0.650
GDNF	NEFH	9606.ENSP00000409007	9606.ENSP00000311997	0	0	0	0	0	0	0	0.413	0.413
GDNF	TUBB3	9606.ENSP00000409007	9606.ENSP00000320295	0	0	0	0	0	0	0	0.549	0.549
GDNF	TAC1	9606.ENSP00000409007	9606.ENSP00000321106	0	0	0	0	0	0	0	0.556	0.556
GDNF	ETV4	9606.ENSP00000409007	9606.ENSP00000321835	0	0	0	0	0.062	0	0	0.465	0.477
GDNF	SOX2	9606.ENSP00000409007	9606.ENSP00000323588	0	0	0	0	0	0	0	0.545	0.545
GDNF	CALCA	9606.ENSP00000409007	9606.ENSP00000331746	0	0	0	0	0	0	0	0.570	0.570
GDNF	RET	9606.ENSP00000409007	9606.ENSP00000347942	0	0	0	0	0	0.848	0.900	0.990	0.999
GDNF	ARTN	9606.ENSP00000409007	9606.ENSP00000387435	0	0	0	0.694	0.062	0	0.500	0.873	0.640
GDNF	DDC	9606.ENSP00000409007	9606.ENSP00000403644	0	0	0	0	0.062	0	0	0.575	0.584
GDNF	FOXD1	9606.ENSP00000409007	9606.ENSP00000481581	0	0	0	0	0.062	0	0	0.412	0.425
GFRA3	DOK5	9606.ENSP00000274721	9606.ENSP00000262593	0	0	0	0	0	0	0.600	0	0.600
GFRA3	GDNF	9606.ENSP00000274721	9606.ENSP00000409007	0	0	0	0	0	0.089	0.500	0.834	0.918
GFRA3	RET	9606.ENSP00000274721	9606.ENSP00000347942	0	0	0	0	0.065	0.803	0.500	0.814	0.980
GFRA3	ARTN	9606.ENSP00000274721	9606.ENSP00000387435	0	0	0	0	0	0.971	0.500	0.975	0.999
GGCT	GCLC	9606.ENSP00000275428	9606.ENSP00000229416	0	0	0	0	0.062	0	0.900	0.241	0.922
GGCT	HAL	9606.ENSP00000275428	9606.ENSP00000261208	0	0	0	0	0	0.398	0	0.215	0.507
GGCT	GCLM	9606.ENSP00000275428	9606.ENSP00000359258	0	0	0	0	0.062	0	0.900	0.193	0.917
GGH	MYBL2	9606.ENSP00000260118	9606.ENSP00000217026	0	0	0	0	0.151	0	0	0.322	0.400
GGH	UBE2T	9606.ENSP00000260118	9606.ENSP00000356243	0	0	0	0	0.242	0	0	0.309	0.454
GGH	MCM7	9606.ENSP00000260118	9606.ENSP00000307288	0	0	0	0	0.076	0	0	0.473	0.492
GGH	PBK	9606.ENSP00000260118	9606.ENSP00000428489	0	0	0	0	0.531	0	0	0	0.531
GGH	CDK1	9606.ENSP00000260118	9606.ENSP00000378699	0	0	0	0	0.560	0	0	0.053	0.565
GGH	SMPDL3B	9606.ENSP00000260118	9606.ENSP00000363001	0	0	0	0	0.064	0	0	0.575	0.585
GGH	MAD2L1	9606.ENSP00000260118	9606.ENSP00000296509	0	0	0	0	0.632	0	0	0	0.632
GGH	CDKN3	9606.ENSP00000260118	9606.ENSP00000335357	0	0	0	0	0.557	0	0	0.232	0.645
GGH	UGDH	9606.ENSP00000260118	9606.ENSP00000319501	0	0	0	0	0	0.649	0	0	0.649
GGH	TYMS	9606.ENSP00000260118	9606.ENSP00000315644	0	0	0	0	0.306	0	0	0.718	0.796
GIG25	CEACAM5	9606.ENSP00000376793	9606.ENSP00000221992	0	0	0	0	0	0	0	0.518	0.518
GIG25	TTR	9606.ENSP00000376793	9606.ENSP00000237014	0	0	0	0	0.146	0.102	0	0.601	0.667
GIG25	ORM1	9606.ENSP00000376793	9606.ENSP00000259396	0	0	0	0	0.122	0	0	0.545	0.583
GIG25	CP	9606.ENSP00000376793	9606.ENSP00000264613	0	0	0	0	0.099	0	0	0.606	0.629
GIG25	AMBP	9606.ENSP00000376793	9606.ENSP00000265132	0	0	0	0	0.110	0.212	0	0.241	0.421
GIG25	NPTX2	9606.ENSP00000376793	9606.ENSP00000265634	0	0	0	0	0	0	0	0.482	0.482
GIG25	FGA	9606.ENSP00000376793	9606.ENSP00000306361	0	0	0	0	0.145	0.102	0	0.347	0.455
GIG25	FGG	9606.ENSP00000376793	9606.ENSP00000336829	0	0	0	0	0.155	0.077	0	0.390	0.483
GIG25	F5	9606.ENSP00000376793	9606.ENSP00000356771	0	0	0	0	0.052	0.382	0	0.208	0.496
GIG25	S100A9	9606.ENSP00000376793	9606.ENSP00000357727	0	0	0	0	0.062	0	0	0.470	0.481
GIG25	MMP9	9606.ENSP00000376793	9606.ENSP00000361405	0	0	0	0	0	0.056	0	0.431	0.440
GIG25	PSAT1	9606.ENSP00000376793	9606.ENSP00000365773	0	0	0	0	0	0	0	0.567	0.567
